customer_id,order_date,product_id,category_id,category_name,product_name,quantity,price,payment_method,city,review_score,gender,age,Revenue,Order Month,Order Year,Order Quarter,Age Group
73293,45412,799,50,Sports & Outdoors,Basketball,1,463.62,Credit Card,Port Thomaston,5.0,unknown,72,463.62,April,2024,Q2,65+
68416,45641,311,20,Fashion,Skirt,5,22.15,Cash on Delivery,New Jeremy,5.0,F,44,110.75,December,2024,Q4,36-45
51031,45437,216,40,Books & Stationery,Story Book,4,140.73,Cash on Delivery,Lake Nancy,,F,50,562.92,May,2024,Q2,46-55
49701,45403,684,40,Books & Stationery,Story Book,1,107.79,Bank Transfer,Lake Jasmineport,3.0,F,63,107.79,April,2024,Q2,56-65
32080,45425,354,20,Fashion,Pants,4,21.6,Credit Card,Garrisonberg,3.0,M,18,86.4,May,2024,Q2,0-18
13112,45641,202,10,Electronics,Headphones,2,182.06,Cash on Delivery,South Katherineside,3.0,unknown,35,364.12,December,2024,Q4,26-35
27303,45437,119,50,Sports & Outdoors,Yoga Mat,1,470.23,Credit Card,Mccallhaven,5.0,M,26,470.23,May,2024,Q2,26-35
89064,45606,533,50,Sports & Outdoors,Yoga Mat,3,28.75,Cash on Delivery,Lake Teresafurt,4.0,F,74,86.25,November,2024,Q4,65+
76490,45643,362,30,Home & Living,Vase,5,307.04,Cash on Delivery,Roymouth,,F,48,1535.2,December,2024,Q4,46-55
45081,45693,721,20,Fashion,Dress,4,31.75,Bank Transfer,East Charles,,unknown,55,127.0,February,2025,Q1,46-55
65624,45377,732,50,Sports & Outdoors,Basketball,2,188.47,Credit Card,West Krista,5.0,unknown,63,376.94,March,2024,Q1,56-65
94700,45458,675,50,Sports & Outdoors,Yoga Mat,3,335.06,Credit Card,Hobbston,5.0,M,23,1005.18,June,2024,Q2,19-25
73009,45378,569,30,Home & Living,Vase,4,169.83,Cash on Delivery,Jacobfurt,2.0,M,29,679.32,March,2024,Q1,26-35
55865,45377,915,40,Books & Stationery,Pen,1,341.89,Credit Card,New Felicia,5.0,M,64,341.89,March,2024,Q1,56-65
75453,45465,260,50,Sports & Outdoors,Soccer Ball,3,158.9,Credit Card,Spencerside,4.0,F,33,476.7,June,2024,Q2,26-35
47548,45688,381,30,Home & Living,Vase,2,226.48,Cash on Delivery,West Jacob,1.0,F,36,452.96,January,2025,Q1,36-45
85352,45477,755,20,Fashion,T-shirt,5,149.06,Cash on Delivery,East Ana,5.0,M,38,745.3,July,2024,Q3,36-45
99624,45472,624,20,Fashion,Dress,4,120.07,Credit Card,West Louis,,M,20,480.28,June,2024,Q2,19-25
53811,45556,551,40,Books & Stationery,Eraser,5,426.37,Credit Card,Port Cristianfort,4.0,F,52,2131.85,September,2024,Q3,46-55
59944,45694,293,50,Sports & Outdoors,Basketball,2,361.99,Bank Transfer,Lake Charlestown,4.0,M,51,723.98,February,2025,Q1,46-55
20770,45597,941,10,Electronics,Smartphone,2,391.43,Credit Card,Moranland,,unknown,44,782.86,November,2024,Q4,36-45
95322,45730,621,50,Sports & Outdoors,Running Shoes,2,34.61,Credit Card,Marcusville,5.0,M,43,69.22,March,2025,Q1,36-45
44293,45591,212,20,Fashion,Skirt,4,337.11,Cash on Delivery,West Sandrachester,4.0,unknown,72,1348.44,October,2024,Q4,65+
11849,45518,141,40,Books & Stationery,Eraser,5,409.35,Cash on Delivery,South Scott,4.0,unknown,23,2046.75,August,2024,Q3,19-25
79537,45583,858,40,Books & Stationery,Story Book,5,374.39,Bank Transfer,Anthonyborough,4.0,F,30,1871.95,October,2024,Q4,26-35
22604,45696,351,30,Home & Living,Carpet,1,247.45,Credit Card,East Russellville,2.0,M,47,247.45,February,2025,Q1,46-55
36231,45430,606,30,Home & Living,Blanket,5,143.14,Bank Transfer,Port Richardfurt,5.0,M,72,715.7,May,2024,Q2,65+
64684,45612,166,20,Fashion,Pants,1,197.69,Credit Card,New Brooke,5.0,M,53,197.69,November,2024,Q4,46-55
64326,45519,348,40,Books & Stationery,Notebook,5,275.88,Bank Transfer,Rachelburgh,,F,63,1379.4,August,2024,Q3,56-65
82168,45680,653,40,Books & Stationery,Eraser,2,473.57,Credit Card,West Matthewton,5.0,F,44,947.14,January,2025,Q1,36-45
63919,45405,209,40,Books & Stationery,Pen,3,12.89,Bank Transfer,Jeffreyville,2.0,M,54,38.67,April,2024,Q2,46-55
54901,45447,491,40,Books & Stationery,Eraser,3,376.28,Cash on Delivery,Stacieberg,5.0,F,23,1128.84,June,2024,Q2,19-25
97350,45722,770,40,Books & Stationery,Story Book,4,143.74,Bank Transfer,West Kathleen,,M,70,574.96,March,2025,Q1,65+
45435,45479,349,40,Books & Stationery,Story Book,3,421.85,Credit Card,Port Hectorbury,5.0,F,25,1265.55,July,2024,Q3,19-25
92572,45472,634,40,Books & Stationery,Eraser,4,286.55,Credit Card,East David,,M,60,1146.2,June,2024,Q2,56-65
10539,45733,142,40,Books & Stationery,Story Book,1,34.64,Bank Transfer,Anthonyport,3.0,F,44,34.64,March,2025,Q1,36-45
94316,45457,979,30,Home & Living,Vase,1,146.35,Bank Transfer,Garzachester,2.0,M,18,146.35,June,2024,Q2,0-18
64578,45474,650,10,Electronics,Smartwatch,1,35.52,Bank Transfer,Lake Kristy,1.0,M,54,35.52,July,2024,Q3,46-55
77823,45562,994,10,Electronics,Smartphone,5,475.31,Credit Card,South Roger,5.0,F,34,2376.55,September,2024,Q3,26-35
67215,45628,912,20,Fashion,Pants,1,242.04,Credit Card,Codyburgh,4.0,M,71,242.04,December,2024,Q4,65+
50937,45601,101,30,Home & Living,Painting,1,92.22,Cash on Delivery,Stevensonside,5.0,F,46,92.22,November,2024,Q4,46-55
66782,45477,865,20,Fashion,Dress,2,62.97,Credit Card,Hardingfort,5.0,F,48,125.94,July,2024,Q3,46-55
72081,45498,563,40,Books & Stationery,Pen,3,471.32,Credit Card,Trevinoland,,F,63,1413.96,July,2024,Q3,56-65
58706,45695,613,20,Fashion,T-shirt,4,351.62,Bank Transfer,Lake Cody,5.0,F,65,1406.48,February,2025,Q1,56-65
61717,45535,705,10,Electronics,Smartwatch,2,393.49,Bank Transfer,East Alyssa,4.0,F,57,786.98,August,2024,Q3,56-65
48366,45577,292,10,Electronics,Smartwatch,3,327.3,Credit Card,Moraleshaven,5.0,F,48,981.9,October,2024,Q4,46-55
26652,45559,952,10,Electronics,Tablet,2,480.79,Cash on Delivery,Danielstad,5.0,F,48,961.58,September,2024,Q3,46-55
49861,45620,832,20,Fashion,Skirt,2,96.31,Cash on Delivery,Brianburgh,5.0,M,46,192.62,November,2024,Q4,46-55
70446,45414,918,50,Sports & Outdoors,Running Shoes,5,237.79,Cash on Delivery,Amyhaven,4.0,M,56,1188.95,May,2024,Q2,56-65
66861,45711,360,20,Fashion,T-shirt,3,146.67,Bank Transfer,Reynoldsborough,1.0,F,20,440.01,February,2025,Q1,19-25
33496,45559,863,50,Sports & Outdoors,Running Shoes,5,174.83,Bank Transfer,Port Ginaside,5.0,M,71,874.15,September,2024,Q3,65+
65546,45383,575,20,Fashion,Dress,4,400.94,Bank Transfer,Davidton,2.0,F,65,1603.76,April,2024,Q2,56-65
58032,45386,133,30,Home & Living,Carpet,4,14.97,Credit Card,Lake Sethfurt,,F,22,59.88,April,2024,Q2,19-25
52835,45393,159,40,Books & Stationery,Eraser,2,381.5,Cash on Delivery,North Davidchester,4.0,F,31,763.0,April,2024,Q2,26-35
54614,45636,704,40,Books & Stationery,Novel,1,55.6,Credit Card,Stephanieshire,4.0,M,61,55.6,December,2024,Q4,56-65
47601,45504,793,50,Sports & Outdoors,Yoga Mat,2,241.9,Cash on Delivery,South Ashleyshire,3.0,unknown,24,483.8,July,2024,Q3,19-25
39945,45449,273,50,Sports & Outdoors,Yoga Mat,5,182.39,Bank Transfer,North Christinaview,2.0,M,75,911.95,June,2024,Q2,65+
44020,45649,798,10,Electronics,Laptop,5,164.62,Cash on Delivery,New Michaeltown,4.0,F,62,823.1,December,2024,Q4,56-65
89883,45437,182,20,Fashion,Pants,5,116.03,Bank Transfer,East Justin,2.0,F,66,580.15,May,2024,Q2,65+
51106,45719,222,50,Sports & Outdoors,Tent,2,148.67,Credit Card,New Carol,5.0,M,38,297.34,March,2025,Q1,36-45
39236,45448,793,30,Home & Living,Blanket,1,158.11,Cash on Delivery,Osborneland,4.0,M,47,158.11,June,2024,Q2,46-55
39267,45567,399,10,Electronics,Smartwatch,3,153.15,Credit Card,North Danielburgh,5.0,F,74,459.45,October,2024,Q4,65+
20814,45644,914,10,Electronics,Smartphone,4,291.29,Bank Transfer,South Melodystad,4.0,M,65,1165.16,December,2024,Q4,56-65
62697,45554,774,10,Electronics,Headphones,2,471.12,Bank Transfer,Murrayville,,M,25,942.24,September,2024,Q3,19-25
45453,45519,363,40,Books & Stationery,Novel,3,292.74,Cash on Delivery,West Michaelton,,M,63,878.22,August,2024,Q3,56-65
41166,45399,783,50,Sports & Outdoors,Yoga Mat,5,51.74,Credit Card,North Matthew,,F,61,258.7,April,2024,Q2,56-65
12817,45449,466,50,Sports & Outdoors,Tent,4,397.46,Credit Card,North Angela,5.0,M,40,1589.84,June,2024,Q2,36-45
86435,45503,988,40,Books & Stationery,Notebook,4,431.48,Bank Transfer,Christopherport,3.0,F,48,1725.92,July,2024,Q3,46-55
16539,45392,334,50,Sports & Outdoors,Soccer Ball,3,474.32,Credit Card,Kathleenton,5.0,M,21,1422.96,April,2024,Q2,19-25
32285,45527,978,10,Electronics,Laptop,1,127.53,Cash on Delivery,West Danielborough,,M,43,127.53,August,2024,Q3,36-45
73165,45655,237,40,Books & Stationery,Eraser,2,240.26,Credit Card,Mariaborough,1.0,F,48,480.52,December,2024,Q4,46-55
28298,45450,555,40,Books & Stationery,Novel,3,346.82,Bank Transfer,Port Denisemouth,5.0,F,18,1040.46,June,2024,Q2,0-18
77934,45673,695,20,Fashion,Skirt,1,66.24,Credit Card,Holmesland,5.0,unknown,27,66.24,January,2025,Q1,26-35
42115,45605,135,20,Fashion,T-shirt,4,39.22,Bank Transfer,North Johnland,4.0,F,55,156.88,November,2024,Q4,46-55
10254,45545,318,30,Home & Living,Vase,1,70.93,Cash on Delivery,Port Christine,3.0,M,73,70.93,September,2024,Q3,65+
39027,45652,757,30,Home & Living,Carpet,1,274.59,Bank Transfer,Russellton,,M,23,274.59,December,2024,Q4,19-25
30197,45482,386,40,Books & Stationery,Notebook,1,305.82,Credit Card,Port George,,unknown,39,305.82,July,2024,Q3,36-45
83687,45530,115,50,Sports & Outdoors,Tent,5,475.89,Cash on Delivery,Melanieborough,5.0,F,52,2379.45,August,2024,Q3,46-55
88015,45432,285,20,Fashion,Skirt,4,264.29,Bank Transfer,Kathleenview,5.0,M,62,1057.16,May,2024,Q2,56-65
84063,45677,744,50,Sports & Outdoors,Running Shoes,5,321.04,Bank Transfer,Scottfort,5.0,F,43,1605.2,January,2025,Q1,36-45
50447,45586,910,40,Books & Stationery,Notebook,3,167.32,Credit Card,Kathyton,5.0,M,22,501.96,October,2024,Q4,19-25
29786,45545,749,40,Books & Stationery,Notebook,3,334.67,Bank Transfer,South Brianstad,5.0,F,23,1004.01,September,2024,Q3,19-25
79948,45518,858,40,Books & Stationery,Novel,2,164.11,Bank Transfer,South Caroline,,F,66,328.22,August,2024,Q3,65+
68238,45733,261,50,Sports & Outdoors,Soccer Ball,3,332.25,Cash on Delivery,New Brandon,4.0,M,68,996.75,March,2025,Q1,65+
66682,45692,632,50,Sports & Outdoors,Yoga Mat,1,315.09,Bank Transfer,Cartermouth,5.0,F,42,315.09,February,2025,Q1,36-45
47971,45388,363,20,Fashion,Dress,5,279.12,Bank Transfer,East Dawn,4.0,F,47,1395.6,April,2024,Q2,46-55
54869,45380,369,10,Electronics,Smartphone,4,486.84,Cash on Delivery,Martinburgh,5.0,F,42,1947.36,March,2024,Q1,36-45
28063,45415,398,30,Home & Living,Carpet,5,16.7,Bank Transfer,Robertsbury,,unknown,26,83.5,May,2024,Q2,26-35
99909,45515,233,10,Electronics,Tablet,1,474.06,Cash on Delivery,Sheltonmouth,5.0,F,37,474.06,August,2024,Q3,36-45
77523,45685,543,30,Home & Living,Carpet,5,355.65,Bank Transfer,Danielfurt,5.0,unknown,21,1778.25,January,2025,Q1,19-25
60807,45664,798,20,Fashion,Skirt,1,280.12,Bank Transfer,East Andrea,,F,39,280.12,January,2025,Q1,36-45
77884,45631,620,20,Fashion,T-shirt,3,145.36,Bank Transfer,Shortmouth,3.0,F,41,436.08,December,2024,Q4,36-45
76854,45549,845,30,Home & Living,Pillow,2,148.59,Bank Transfer,Andrewmouth,5.0,F,64,297.18,September,2024,Q3,56-65
35603,45519,177,40,Books & Stationery,Story Book,4,228.81,Bank Transfer,Lake Brent,3.0,F,68,915.24,August,2024,Q3,65+
14361,45638,178,50,Sports & Outdoors,Running Shoes,4,233.12,Bank Transfer,Robertbury,5.0,unknown,23,932.48,December,2024,Q4,19-25
99182,45645,395,20,Fashion,Shirt,3,197.66,Bank Transfer,Garciahaven,,F,23,592.98,December,2024,Q4,19-25
57585,45664,394,40,Books & Stationery,Pen,4,494.32,Cash on Delivery,Lauraburgh,5.0,F,50,1977.28,January,2025,Q1,46-55
75434,45629,775,10,Electronics,Laptop,3,256.12,Cash on Delivery,Craigmouth,3.0,M,21,768.36,December,2024,Q4,19-25
49651,45390,937,40,Books & Stationery,Novel,4,267.72,Bank Transfer,West Elizabethbury,,M,19,1070.88,April,2024,Q2,19-25
80835,45652,114,20,Fashion,T-shirt,3,240.05,Bank Transfer,Lake Carla,3.0,F,40,720.15,December,2024,Q4,36-45
46326,45641,625,10,Electronics,Headphones,4,427.65,Cash on Delivery,Andersonchester,3.0,M,31,1710.6,December,2024,Q4,26-35
11108,45469,575,40,Books & Stationery,Eraser,2,27.59,Credit Card,South Jeffrey,1.0,F,58,55.18,June,2024,Q2,56-65
82916,45528,180,30,Home & Living,Blanket,1,375.92,Bank Transfer,New Alicia,5.0,F,73,375.92,August,2024,Q3,65+
37787,45506,971,10,Electronics,Tablet,3,91.52,Bank Transfer,West Mariaton,5.0,M,35,274.56,August,2024,Q3,26-35
43043,45715,203,10,Electronics,Headphones,5,185.65,Bank Transfer,East Justintown,,F,24,928.25,February,2025,Q1,19-25
74956,45640,204,50,Sports & Outdoors,Basketball,5,93.29,Credit Card,Kristenberg,5.0,M,58,466.45,December,2024,Q4,56-65
62833,45387,955,20,Fashion,Skirt,1,457.29,Credit Card,East Matthew,1.0,F,71,457.29,April,2024,Q2,65+
93806,45429,606,40,Books & Stationery,Notebook,4,336.75,Bank Transfer,Donaldhaven,5.0,F,37,1347.0,May,2024,Q2,36-45
12572,45679,656,20,Fashion,T-shirt,4,226.45,Bank Transfer,North Zacharytown,5.0,M,46,905.8,January,2025,Q1,46-55
87787,45425,836,40,Books & Stationery,Notebook,2,233.85,Bank Transfer,East Daniel,,M,67,467.7,May,2024,Q2,65+
77178,45552,167,40,Books & Stationery,Novel,5,126.23,Cash on Delivery,Lake Ryanland,3.0,M,61,631.15,September,2024,Q3,56-65
70476,45578,883,30,Home & Living,Pillow,1,489.19,Cash on Delivery,West Amandamouth,3.0,M,32,489.19,October,2024,Q4,26-35
66492,45709,112,10,Electronics,Smartwatch,4,375.13,Bank Transfer,Port Thomas,5.0,M,30,1500.52,February,2025,Q1,26-35
62824,45651,629,30,Home & Living,Blanket,5,321.94,Cash on Delivery,Port Jo,2.0,F,63,1609.7,December,2024,Q4,56-65
85614,45729,189,20,Fashion,T-shirt,5,452.67,Cash on Delivery,Harrisberg,,F,70,2263.35,March,2025,Q1,65+
89312,45534,276,10,Electronics,Smartwatch,3,188.78,Credit Card,Veronicaburgh,,M,31,566.34,August,2024,Q3,26-35
59644,45593,139,40,Books & Stationery,Story Book,5,108.39,Cash on Delivery,Cynthiaburgh,5.0,M,61,541.95,October,2024,Q4,56-65
77706,45460,111,50,Sports & Outdoors,Yoga Mat,2,416.93,Bank Transfer,Edwardstad,5.0,unknown,33,833.86,June,2024,Q2,26-35
69355,45630,683,30,Home & Living,Painting,1,404.07,Bank Transfer,South Susanstad,5.0,M,18,404.07,December,2024,Q4,0-18
30464,45474,563,20,Fashion,Skirt,2,483.96,Cash on Delivery,Derekside,3.0,F,25,967.92,July,2024,Q3,19-25
77850,45462,633,10,Electronics,Headphones,4,272.92,Bank Transfer,Lake Sharonstad,3.0,F,30,1091.68,June,2024,Q2,26-35
96195,45560,975,30,Home & Living,Carpet,4,196.7,Cash on Delivery,Port Matthew,5.0,M,27,786.8,September,2024,Q3,26-35
17277,45586,157,20,Fashion,Skirt,4,22.26,Cash on Delivery,Lake Michaelhaven,3.0,F,70,89.04,October,2024,Q4,65+
48665,45426,620,10,Electronics,Tablet,2,455.6,Bank Transfer,South Huntermouth,5.0,M,65,911.2,May,2024,Q2,56-65
55003,45609,910,10,Electronics,Smartphone,4,159.14,Bank Transfer,Englishmouth,,M,74,636.56,November,2024,Q4,65+
98322,45390,157,50,Sports & Outdoors,Basketball,1,200.44,Bank Transfer,North Alexis,5.0,F,60,200.44,April,2024,Q2,56-65
46001,45579,661,50,Sports & Outdoors,Running Shoes,1,297.8,Cash on Delivery,Hayesshire,,M,40,297.8,October,2024,Q4,36-45
56829,45508,839,10,Electronics,Tablet,1,311.67,Bank Transfer,West Justinburgh,,M,59,311.67,August,2024,Q3,56-65
15545,45634,128,40,Books & Stationery,Pen,2,475.77,Bank Transfer,Johnsonborough,,F,65,951.54,December,2024,Q4,56-65
21109,45490,719,50,Sports & Outdoors,Yoga Mat,3,39.67,Bank Transfer,Sellersland,,M,37,119.01,July,2024,Q3,36-45
59875,45506,210,40,Books & Stationery,Novel,4,334.76,Cash on Delivery,Sherylfort,5.0,unknown,49,1339.04,August,2024,Q3,46-55
71005,45561,203,10,Electronics,Headphones,3,129.35,Credit Card,Grahamhaven,5.0,M,28,388.05,September,2024,Q3,26-35
77455,45472,845,50,Sports & Outdoors,Basketball,3,297.33,Credit Card,Joshuamouth,3.0,M,64,891.99,June,2024,Q2,56-65
16285,45595,579,50,Sports & Outdoors,Soccer Ball,4,145.86,Credit Card,Savannahmouth,5.0,F,59,583.44,October,2024,Q4,56-65
20485,45450,602,20,Fashion,T-shirt,4,333.92,Credit Card,Gregoryview,,M,44,1335.68,June,2024,Q2,36-45
56705,45516,299,20,Fashion,Shirt,2,168.65,Credit Card,Michellefort,2.0,M,38,337.3,August,2024,Q3,36-45
25974,45700,123,40,Books & Stationery,Eraser,1,65.69,Credit Card,East Marymouth,4.0,F,71,65.69,February,2025,Q1,65+
99133,45662,928,50,Sports & Outdoors,Tent,1,63.44,Cash on Delivery,Brianfort,1.0,F,26,63.44,January,2025,Q1,26-35
60024,45525,643,50,Sports & Outdoors,Yoga Mat,5,234.44,Credit Card,Port Suzannebury,,F,71,1172.2,August,2024,Q3,65+
53269,45513,314,40,Books & Stationery,Pen,5,346.19,Bank Transfer,New Amyfurt,5.0,M,54,1730.95,August,2024,Q3,46-55
23687,45719,371,10,Electronics,Headphones,2,308.07,Credit Card,New Peterport,,F,68,616.14,March,2025,Q1,65+
16821,45430,175,50,Sports & Outdoors,Tent,4,358.95,Bank Transfer,Port Jeremyfurt,5.0,F,68,1435.8,May,2024,Q2,65+
25702,45728,423,40,Books & Stationery,Eraser,4,306.66,Credit Card,New Brian,5.0,M,40,1226.64,March,2025,Q1,36-45
24054,45601,953,50,Sports & Outdoors,Basketball,3,220.73,Credit Card,Lake Michaelfort,4.0,F,26,662.19,November,2024,Q4,26-35
85558,45409,619,40,Books & Stationery,Pen,3,367.51,Bank Transfer,South Lauramouth,4.0,F,60,1102.53,April,2024,Q2,56-65
